,Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,Bank,Asset Type,Company,Industry,Private Placement,Info,Ticker
964,KLA CORP 4.65% DUE 11-01-2024/,4.65,2024-11-01,110000.0,123334.2,122795.39,9-200100-Galliard Capital,Corporate Bonds,KLA  CO,,False,<class 'object'>,KLAC
965,LELAND STANFORD JR UNIV CALIF ,6.88,2024-02-01,180000.0,213697.8,208813.4,9-200100-Galliard Capital,Corporate Bonds,LELAND STANFORD JR UNIV CALIF ,,False,<class 'object'>,LDVAX
966,LULWA LTD 1.888% DUE 02-15-202,1.89,2025-02-15,641736.71,656464.57,658338.66,9-200100-Galliard Capital,Corporate Bonds,LULWA  LTD,,False,<class 'object'>,NO_TICKER_FOUND
967,M & T BK CORP SR NT FLTG DUE ,0.86,2023-07-26,110000.0,110000.0,111133.08,9-200100-Galliard Capital,Corporate Bonds,M & T BK  CO,,False,<class 'object'>,MGC=F
968,MARSH & MCLENNAN COS INC 3.875,3.88,2024-03-15,90000.0,89950.5,97617.98,9-200100-Galliard Capital,Corporate Bonds,MARSH & MCLENNAN  CO,,False,<class 'object'>,NO_TICKER_FOUND
969,MARTIN MARIETTA MATLS INC .65%,0,2023-07-15,140000.0,139983.2,140316.24,9-200100-Galliard Capital,Corporate Bonds,MARTIN MARIETTA MATLS  INC,,False,<class 'object'>,LMT
970,MARTIN MARIETTA MATLS INC 4.25,4.25,2024-07-02,80000.0,88333.6,87200.94,9-200100-Galliard Capital,Corporate Bonds,MARTIN MARIETTA MATLS  INC,,False,<class 'object'>,LMT
971,MCCORMICK & CO INC 2.7% DUE ,2.7,2022-08-15,475000.0,473692.2,486263.33,9-200100-Galliard Capital,Corporate Bonds,MCCORMICK &  CO,,False,<class 'object'>,MKC
972,MITSUBISHI UFJ FINL GROUP INC ,0.85,2024-09-15,200000.0,200000.0,201058.46,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
973,MITSUBISHI UFJ FINL GROUP INC ,1.41,2025-07-17,200000.0,200000.0,201909.7,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
974,MITSUBISHI UFJ FINL GROUP INC ,3.54,2021-07-26,240000.0,240000.0,240535.14,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
975,MITSUBISHI UFJ FINL GROUP INC ,3.22,2022-03-07,410000.0,410000.0,418370.51,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
976,MITSUBISHI UFJ FINL GROUP INC ,1.04,2023-07-26,80000.0,80199.2,81071.88,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MUFG
977,MONDELEZ INTL HLDGS NETH B V 2,2.13,2022-09-19,200000.0,199948.0,204136.76,9-200100-Galliard Capital,Corporate Bonds,MONDELEZ INTERNATIONAL INC,,False,<class 'object'>,MDLZ
978,MONDELEZ INTL INC .625% DUE 07,0.63,2022-07-01,300000.0,299958.0,301158.03,9-200100-Galliard Capital,Corporate Bonds,MONDELEZ INTERNATIONAL INC,,False,<class 'object'>,MDLZ
979,MORGAN STANLEY 2.625% DUE 11-1,2.63,2021-11-17,300000.0,298467.0,302705.69,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
980,MORGAN STANLEY 3.75% DUE 02-25,3.75,2023-02-25,400000.0,422608.0,421525.36,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
981,MORGAN STANLEY 3.875% DUE,3.88,2024-04-29,400000.0,444824.0,435049.38,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
982,MORGAN STANLEY 4.0% DUE 07-23-,4,2025-07-23,245000.0,256556.65,272502.65,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
983,MPLX LP BNDS 3.375% DUE 03-15-,3.38,2023-03-15,305000.0,314354.75,318876.11,9-200100-Galliard Capital,Corporate Bonds,MPLX  LP,,False,<class 'object'>,MPLX
984,NEXTERA ENERGY CA .00065%,0.65,2023-03-01,180000.0,179982.0,180734.6,9-200100-Galliard Capital,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
985,NEXTERA ENERGY CAP HLDGS INC 2,2.4,2021-09-01,240000.0,240588.0,240868.69,9-200100-Galliard Capital,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
986,NEXTERA ENERGY CAP HLDGS INC 2,2.9,2022-04-01,300000.0,299718.0,305990.92,9-200100-Galliard Capital,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
987,NORTHERN STS PWR CO MINN 2.15%,2.15,2022-08-15,420000.0,403905.6,424780.78,9-200100-Galliard Capital,Corporate Bonds,NORTHERN STS PWR  CO,,False,<class 'object'>,NAK
988,NORTHROP GRUMMAN 2.93% DUE 01-,2.93,2025-01-15,70000.0,74864.3,74625.93,9-200100-Galliard Capital,Corporate Bonds,NORTHROP GRUMMAN,,False,<class 'object'>,NOC
989,NORTHWESTERN CORP 1.0% DUE 03-,1,2024-03-26,170000.0,169855.5,167795.29,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,False,<class 'object'>,NWE
990,NTT FIN CORP .583% 03-01-2024 ,0.58,2024-03-01,300000.0,300000.0,299566.47,9-200100-Galliard Capital,Corporate Bonds,NTT FIN  CO,,False,<class 'object'>,NO_TICKER_FOUND
991,NUTRIEN LTD 1.9% DUE 05-13-202,1.9,2023-05-13,130000.0,129883.0,133167.81,9-200100-Galliard Capital,Corporate Bonds,NUTRIEN  LTD,,False,<class 'object'>,NTR
992,OKLAHOMA GAS & ELEC CO .553% 0,0.55,2023-05-26,100000.0,100000.0,100003.21,9-200100-Galliard Capital,Corporate Bonds,OKLAHOMA GAS & ELEC  CO,,False,<class 'object'>,FODGX
993,ONCOR ELEC DELIVERY CO LLC 2.9,2.95,2025-04-01,400000.0,427028.0,427565.38,9-200100-Galliard Capital,Corporate Bonds,ONCOR ELEC DELIVERY  CO,,False,<class 'object'>,ONCR
994,ORACLE CORP 1.65% 03-25-2026 ,1.65,2026-03-25,260000.0,259875.2,263552.15,9-200100-Galliard Capital,Corporate Bonds,ORACLE  CO,,False,<class 'object'>,ORCL
995,ORACLE CORP 2.5% DUE ,2.5,2022-05-15,540000.0,538200.7,548353.61,9-200100-Galliard Capital,Corporate Bonds,ORACLE  CO,,False,<class 'object'>,ORCL
996,PACIFIC LIFE GLOBAL FDG II MED,1.2,2025-06-24,120000.0,121662.0,120283.14,9-200100-Galliard Capital,Corporate Bonds,PACIFIC LIFE GLOBAL  FDG,,False,<class 'object'>,PCG
997,PACIFICORP 3.6% DUE ,3.6,2024-04-01,200000.0,215700.0,214396.28,9-200100-Galliard Capital,Corporate Bonds,PACIFICORP,,False,<class 'object'>,PPWLM
998,PACKAGING CORP OF AMERICA 4.5%,4.5,2023-11-01,210000.0,219185.4,226880.3,9-200100-Galliard Capital,Corporate Bonds,PACKAGING  CO,,False,<class 'object'>,PKG
999,PARKER-HANNIFIN CORP  BOO ,3.3,2024-11-21,110000.0,118829.7,118164.75,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1000,PARKER-HANNIFIN CORP 2.7% DUE ,2.7,2024-06-14,80000.0,79963.2,84289.04,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1001,PARKER-HANNIFIN CORP MEDIUM TE,3.5,2022-09-15,110000.0,110486.2,114090.08,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1002,PAYPAL HLDGS INC 1.35% DUE 06-,1.35,2023-06-01,80000.0,79926.4,81416.83,9-200100-Galliard Capital,Corporate Bonds,PAYPAL HLDGS  INC,,False,<class 'object'>,PYPL
1003,PEACEHEALTH 1.375% DUE ,1.38,2025-11-15,240000.0,240838.25,242306.9,9-200100-Galliard Capital,Corporate Bonds,PEACEHEALTH,,False,<class 'object'>,NO_TICKER_FOUND
1004,PENTA AIRCRAFT LEASING 2013 LL,2.65,2025-11-25,224939.99,236801.75,235492.45,9-200100-Galliard Capital,Corporate Bonds,PENTA AIRCRAFT LEASING 2013 LL,,False,<class 'object'>,PNR
1005,PHILLIPS 66 3.85% DUE 04-09-20,3.85,2025-04-09,180000.0,201907.8,198079.9,9-200100-Galliard Capital,Corporate Bonds,PHILLIPS 66,,False,<class 'object'>,PSX
1006,PHILLIPS 66 4.3% DUE 04-01-202,4.3,2022-04-01,239000.0,252742.15,245927.51,9-200100-Galliard Capital,Corporate Bonds,PHILLIPS 66,,False,<class 'object'>,PSX
1007,PIONEER NAT RES CO .55% DUE 05,0.55,2023-05-15,80000.0,79995.2,80076.41,9-200100-Galliard Capital,Corporate Bonds,PIONEER NAT RES  CO,,False,<class 'object'>,PXD
1008,PIONEER NAT RES CO .75% DUE 01,0.75,2024-01-15,160000.0,159934.4,159852.98,9-200100-Galliard Capital,Corporate Bonds,PIONEER NAT RES  CO,,False,<class 'object'>,PXD
1009,PNC BK N A PITTSBURGH PA MEDIU,2.03,2022-12-09,370000.0,370000.0,372676.26,9-200100-Galliard Capital,Corporate Bonds,PNC BK N A PITTSBURGH PA MEDIU,,False,<class 'object'>,PNC
1010,PUBLIC SVC CO N H 3.5% DUE ,3.5,2023-11-01,400000.0,421764.0,425057.22,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
1011,PUBLIC SVC ELEC GAS CO SECD ME,2.38,2023-05-15,330000.0,330089.3,340852.18,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
1012,PVPTL CREDIT SUISSE GROUP AG S,1.32,2023-12-14,445000.0,445000.0,449693.58,9-200100-Galliard Capital,Corporate Bonds,CREDIT SUISSE GROUP AG,,True,<class 'object'>,NO_TICKER_FOUND
1013,PVT PL BNP PARIBAS SR NON PFD ,4.71,2025-01-10,230000.0,239402.4,250929.2,9-200100-Galliard Capital,Corporate Bonds,BNP PARIBAS,,True,<class 'object'>,BNP.PA
1014,PVTPL ABBVIE INC 2.15% DUE 11-,2.15,2021-11-19,370000.0,376270.18,372687.42,9-200100-Galliard Capital,Corporate Bonds,ABBVIE  INC,,True,<class 'object'>,ABBV
1015,PVTPL BAYER US FIN II LLC ,4.25,2025-12-15,200000.0,223526.0,222869.3,9-200100-Galliard Capital,Corporate Bonds,BAYER US FINANCE LLC,,True,<class 'object'>,BAYN.DE
1016,PVTPL BMW US CAP LLC GTD NT 2.,2.95,2022-04-14,630000.0,630000.0,643543.94,9-200100-Galliard Capital,Corporate Bonds,BMW,,True,<class 'object'>,BMW.DE
1017,PVTPL BNP PARIBAS SR NON PFD 1,2.82,2025-11-19,400000.0,425900.0,420856.56,9-200100-Galliard Capital,Corporate Bonds,BNP PARIBAS,,True,<class 'object'>,BNP.PA
1018,PVTPL BRISTOL MYERS SQUIBB CO ,2.9,2024-07-26,39000.0,42274.56,41604.74,9-200100-Galliard Capital,Corporate Bonds,BRISTOL MYERS SQUIBB CO,,True,<class 'object'>,BMY
1019,PVTPL CARGILL INC NT 144A 3.25,3.25,2021-11-15,230000.0,231092.5,232650.2,9-200100-Galliard Capital,Corporate Bonds,CARGILL  INC,,True,<class 'object'>,CARGN0000.CM
1020,PVTPL CARRIER GLOBAL CORP NT 1,2.24,2025-02-15,180000.0,188925.58,187158.52,9-200100-Galliard Capital,Corporate Bonds,CARRIER GLOBAL  CO,,True,<class 'object'>,CARR
1021,PVTPL CRH AMERICA INC BNDS 3.8,3.88,2025-05-18,220000.0,237366.8,241095.95,9-200100-Galliard Capital,Corporate Bonds,CRH AMERICA  INC,,True,<class 'object'>,CRH
1022,PVTPL DAIMLER FIN NORTH AMER L,1.75,2023-03-10,605000.0,603874.7,617458.24,9-200100-Galliard Capital,Corporate Bonds,DAIMLER,,True,<class 'object'>,DTG.DE
1023,PVTPL EAST OHIO GAS CO 1.3% DU,1.3,2025-06-15,30000.0,29969.7,30271.76,9-200100-Galliard Capital,Corporate Bonds,EAST OHIO GAS  CO,,True,<class 'object'>,EAST
1024,PVTPL FEDERATION DES CAISSES D,0.45,2023-10-07,520000.0,519365.6,519828.1,9-200100-Galliard Capital,Corporate Bonds,FEDERATION DES CAISSES D,,True,<class 'object'>,FOXY20801-USD
1025,PVTPL HP INC 1.45% DUE 06-17-2,1.45,2026-06-17,140000.0,139731.2,138961.36,9-200100-Galliard Capital,Corporate Bonds,HEWLETT PACKARD ENTERPRISE CO,,True,<class 'object'>,HPE
1026,PVTPL JACKSON NATL LIFE GLOBAL,3.3,2022-02-01,140000.0,139872.6,142470.84,9-200100-Galliard Capital,Corporate Bonds,JACKSON NATL LIFE GLOBAL,,True,<class 'object'>,NO_TICKER_FOUND
1027,PVTPL MONONGAHELA PWR CO 1ST M,4.1,2024-04-15,170000.0,178802.6,182972.98,9-200100-Galliard Capital,Corporate Bonds,MONONGAHELA PWR  CO,,True,<class 'object'>,MCMVX
1028,PVTPL NEW YORK LIFE GLOBAL FDG,2,2025-01-22,100000.0,103286.0,103658.81,9-200100-Galliard Capital,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,True,<class 'object'>,BRK-B
1029,PVTPL NEW YORK LIFE GLOBAL FDG,2.88,2024-04-10,260000.0,276393.0,276009.14,9-200100-Galliard Capital,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,True,<class 'object'>,BRK-B
1030,PVTPL NORTHWESTERN MUT GLOBAL ,0.8,2026-01-14,200000.0,199648.0,196864.36,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1031,PVTPL NORTHWESTERN MUTUAL GLBL,0.6,2024-03-25,120000.0,119996.4,119918.74,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1032,PVTPL OTIS WORLDWIDE CORP FLTG,0.64,2023-04-05,160000.0,159916.8,160013.1,9-200100-Galliard Capital,Corporate Bonds,OTIS WORLDWIDE  CO,,True,<class 'object'>,OTIS
1033,PVTPL OTIS WORLDWIDE CORP NT 1,2.06,2025-04-05,100000.0,105520.46,103892.8,9-200100-Galliard Capital,Corporate Bonds,OTIS WORLDWIDE  CO,,True,<class 'object'>,OTIS
1034,PVTPL PACIFIC LIFE GLOBAL FDG ,0.5,2023-09-23,290000.0,289637.5,290314.25,9-200100-Galliard Capital,Corporate Bonds,PACIFIC LIFE GLOBAL  FDG,,True,<class 'object'>,PCG
1035,PVTPL RAYTHEON TECHNOLOGIES CO,3.2,2024-03-15,90000.0,96984.51,95740.72,9-200100-Galliard Capital,Corporate Bonds,RAYTHEON TECHNOLOGIES  CO,,True,<class 'object'>,NO_TICKER_FOUND
1036,PVTPL SCHLUMBERGER FIN CDA LTD,2.65,2022-11-20,60000.0,60229.2,61674.61,9-200100-Galliard Capital,Corporate Bonds,SCHLUMBERGER,,True,<class 'object'>,SLB
1037,PVTPL SOUTHERN NAT GAS CO L L ,0.63,2023-04-28,55000.0,54991.2,55051.7,9-200100-Galliard Capital,Corporate Bonds,SOUTHERN NAT GAS  CO,,True,<class 'object'>,SO
1038,PVTPL VOLKSWAGEN GROUP AMER FI,2.7,2022-09-26,200000.0,199926.0,205544.44,9-200100-Galliard Capital,Corporate Bonds,VOLKSWAGEN GROUP,,True,<class 'object'>,VOW3.DE
1039,RABOBANK NEDERLAND GLOBAL MEDI,1.01,2023-09-26,250000.0,250000.0,253415.17,9-200100-Galliard Capital,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
1040,RABOBANK NEDERLAND GLOBAL MEDI,2.63,2024-07-22,290000.0,289312.7,305343.13,9-200100-Galliard Capital,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
1041,RECKITT BENCKISER TREAS SVCS P,2.75,2024-06-26,220000.0,218088.2,232295.92,9-200100-Galliard Capital,Corporate Bonds,RECKITT BENCKISER TREAS SVCS P,,False,<class 'object'>,RKT.L
1042,REGIONS FINL CORP NEW 2.25% DU,2.25,2025-05-18,70000.0,69786.5,72891.06,9-200100-Galliard Capital,Corporate Bonds,REGIONS FINL  CO,,False,<class 'object'>,RF
1043,REGIONS FINL CORP NEW 3.8% DUE,3.8,2023-08-14,100000.0,100155.2,106624.46,9-200100-Galliard Capital,Corporate Bonds,REGIONS FINL  CO,,False,<class 'object'>,RF
1044,RELIANCE INDS LTD 1.87% DUE ,1.87,2026-01-15,484210.57,484210.57,498094.11,9-200100-Galliard Capital,Corporate Bonds,RELIANCE INDS  LTD,,False,<class 'object'>,RELIANCE.NS
1045,RELX CAP INC 3.5% DUE ,3.5,2023-03-16,300000.0,311058.0,314558.76,9-200100-Galliard Capital,Corporate Bonds,RELX  CAP,,False,<class 'object'>,RELX
1046,RIMON LLC 2.623% DUE ,2.62,2026-06-25,731309.31,774456.57,768091.59,9-200100-Galliard Capital,Corporate Bonds,RIMON  LLC,,False,<class 'object'>,RMON.TA
1047,ROCK-TENN CO 4.9% DUE 03-01-20,4.9,2022-03-01,170000.0,179486.0,174897.74,9-200100-Galliard Capital,Corporate Bonds,ROCK-TENN  CO,,False,<class 'object'>,NO_TICKER_FOUND
1048,ROPER TECHNOLOGIES INC .45% DU,0.45,2022-08-15,80000.0,79930.4,80052.53,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1049,ROPER TECHNOLOGIES INC 1.0% DU,1,2025-09-15,150000.0,150903.0,149240.64,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1050,ROPER TECHNOLOGIES INC 2.35% D,2.35,2024-09-15,70000.0,69870.5,73413.15,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1051,ROPER TECHNOLOGIES INC 3.65% ,3.65,2023-09-15,410000.0,433968.6,437884.78,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1052,ROYAL BK CANADA 3.7% ,3.7,2023-10-05,110000.0,118889.1,118010.2,9-200100-Galliard Capital,Corporate Bonds,ROYAL BK CANADA,,False,<class 'object'>,RCL
1053,ROYAL BK CDA FLTG RT ,0.85,2023-10-05,330000.0,330000.0,333913.23,9-200100-Galliard Capital,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
1054,ROYAL BK CDA GLOBAL MEDIUM TER,1.15,2025-06-10,220000.0,221150.6,221175.01,9-200100-Galliard Capital,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
1055,RYDER SYS INC FIXED 2.875% ,2.88,2022-06-01,200000.0,199884.0,204235.44,9-200100-Galliard Capital,Corporate Bonds,RYDER SYS  INC,,False,<class 'object'>,R
1056,SCHLUMBERGER FIN CDA LTD 1.4% ,1.4,2025-09-17,150000.0,149820.0,151648.19,9-200100-Galliard Capital,Corporate Bonds,SCHLUMBERGER,,False,<class 'object'>,SLB
1057,SCHWAB CHARLES CORP 0.75% DUE ,0.75,2024-03-18,250000.0,249875.0,251414.37,9-200100-Galliard Capital,Corporate Bonds,SCHWAB CHARLES  CO,,False,<class 'object'>,SCHW.MX
1058,SHELL INTL FIN B V 3.4% DUE 08,3.4,2023-08-12,730000.0,756171.3,775171.84,9-200100-Galliard Capital,Corporate Bonds,SHELL INTL FIN B V,,False,<class 'object'>,SHEL
1059,SHERWIN-WILLIAMS CO 2.75% DUE ,2.75,2022-06-01,9000.0,8978.22,9174.67,9-200100-Galliard Capital,Corporate Bonds,SHERWIN-WILLIAMS  CO,,False,<class 'object'>,SHW
1060,SIMON PPTY GROUP L P 2.35% DUE,2.35,2022-01-30,170000.0,169442.4,171153.56,9-200100-Galliard Capital,Corporate Bonds,SIMON PPTY GROUP,,False,<class 'object'>,SPG
1061,SIMON PPTY GROUP L P 2.75% ,2.75,2023-06-01,420000.0,429111.0,435878.23,9-200100-Galliard Capital,Corporate Bonds,SIMON PPTY GROUP,,False,<class 'object'>,SPG
1062,SOUTHWESTERN PUBLIC SERVICE CO,3.3,2024-06-15,450000.0,487903.5,477727.95,9-200100-Galliard Capital,Corporate Bonds,SOUTHWESTERN PUBLIC SERVICE  CO,,False,<class 'object'>,SWN
1063,STARBUCKS CORP 1.3% DUE 05-07-,1.3,2022-05-07,45000.0,44969.85,45407.51,9-200100-Galliard Capital,Corporate Bonds,STARBUCKS  CO,,False,<class 'object'>,SBUX
1064,STATE STR CORP 2.354% DUE ,2.35,2025-11-01,410000.0,436264.6,430930.82,9-200100-Galliard Capital,Corporate Bonds,STATE STREET CO,,False,<class 'object'>,STT
1065,STATOIL ASA FORMERLY STATOIL A,2.65,2024-01-15,220000.0,229867.0,231342.32,9-200100-Galliard Capital,Corporate Bonds,STATOIL  ASA,,False,<class 'object'>,NO_TICKER_FOUND
1066,SUMITOMO MITSUI FINANCIAL GROU,0.98,2023-10-16,360000.0,360000.0,364168.8,9-200100-Galliard Capital,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SMFG
1067,SUMITOMO MITSUI FINL GROUP INC,1.47,2025-07-08,200000.0,204320.0,201965.12,9-200100-Galliard Capital,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SMFG
1068,SUMITOMO MITSUI FINL GROUP INC,2.78,2022-07-12,215000.0,214920.45,220493.96,9-200100-Galliard Capital,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SMFG
1069,SUNTRUST BK ATLANTA GA MEDIUM ,3.5,2022-08-02,135000.0,135000.0,135358.33,9-200100-Galliard Capital,Corporate Bonds,SUNTRUST BK ATLANTA GA MEDIUM ,,False,<class 'object'>,NO_TICKER_FOUND
1070,SUTTER HEALTH 1.321% DUE ,1.32,2025-08-15,145000.0,145000.0,145896.02,9-200100-Galliard Capital,Corporate Bonds,SUTTER HEALTH,,False,<class 'object'>,NO_TICKER_FOUND
1071,TORONTO DOMINION BK SR MEDIUM ,0.75,2023-06-12,120000.0,119911.2,120828.68,9-200100-Galliard Capital,Corporate Bonds,TORONTO DOMINION BANK,,False,<class 'object'>,TD.TO
1072,TORONTO-DOMINION BANK 2.65% ,2.65,2024-06-12,130000.0,129981.8,137601.5,9-200100-Galliard Capital,Corporate Bonds,TORONTO-DOMINION BANK,,False,<class 'object'>,TD.TO
1073,TOTAL CAP INTL 2.434% DUE ,2.43,2025-01-10,170000.0,171791.8,178626.22,9-200100-Galliard Capital,Corporate Bonds,TOTAL  CAP,,False,<class 'object'>,VTI
1074,TOTAL CAP INTL 2.7% DUE 01-25-,2.7,2023-01-25,160000.0,164107.2,165767.87,9-200100-Galliard Capital,Corporate Bonds,TOTAL  CAP,,False,<class 'object'>,VTI
1075,TOYOTA MTR CORP .681% DUE ,0.68,2024-03-25,410000.0,410000.0,410694.38,9-200100-Galliard Capital,Corporate Bonds,TOYOTA MOTOR,,False,<class 'object'>,TM
1076,TOYOTA MTR CORP 2.157% DUE ,2.16,2022-07-02,130000.0,130000.0,132501.22,9-200100-Galliard Capital,Corporate Bonds,TOYOTA MOTOR,,False,<class 'object'>,TM
1077,TOYOTA MTR CR CORP MEDIUM TERM,1.35,2023-08-25,115000.0,114957.45,117278.25,9-200100-Galliard Capital,Corporate Bonds,TOYOTA MOTOR,,False,<class 'object'>,TM
1078,TSMC GLOBAL LTD .75% DUE ,0.75,2025-09-28,400000.0,398574.0,391216.0,9-200100-Galliard Capital,Corporate Bonds,TSMC GLOBAL LTD,,False,<class 'object'>,TSMC34.SA
1079,TYCO ELECTRONICS GROUP S A 3.4,3.45,2024-08-01,150000.0,153741.0,160732.13,9-200100-Galliard Capital,Corporate Bonds,TYCO ELECTRONICS GROUP S A 3.4,,False,<class 'object'>,3390.HK
1080,UBS GROUP AG 1.008% DUE ,1.01,2024-07-30,250000.0,250000.0,251800.44,9-200100-Galliard Capital,Corporate Bonds,UBS AG LONDON,,False,<class 'object'>,UMMIEA.JO
1081,UBS GROUP FDG SWITZ AG NT FLTG,1.11,2023-08-15,345000.0,345000.0,348039.62,9-200100-Galliard Capital,Corporate Bonds,UBS AG LONDON,,False,<class 'object'>,UMMIEA.JO
1082,UNION PAC CORP 3.5% DUE ,3.5,2023-06-08,300000.0,310491.0,317460.7,9-200100-Galliard Capital,Corporate Bonds,UNION PAC  CO,,False,<class 'object'>,UNP
1083,UNITED PARCEL SVC INC 2.5% DUE,2.5,2023-04-01,210000.0,208374.6,217605.46,9-200100-Galliard Capital,Corporate Bonds,UNITED PARCEL SVC  INC,,False,<class 'object'>,UPS
1084,UNITED TECHNOLOGIES CORP 3.65%,3.65,2023-08-16,6000.0,6001.16,6367.15,9-200100-Galliard Capital,Corporate Bonds,UNITED TECHNOLOGIES  CO,,False,<class 'object'>,UPS
1085,UNITEDHEALTH GROUP INC 1.25% D,1.25,2026-01-15,140000.0,139458.2,141295.26,9-200100-Galliard Capital,Corporate Bonds,UNITEDHEALTH GROUP  INC,,False,<class 'object'>,UNH
1086,VENTAS REALTY LIMITED PARTNERS,2.65,2025-01-15,90000.0,89508.6,94658.49,9-200100-Galliard Capital,Corporate Bonds,VENTAS REALTY LP,,False,<class 'object'>,VTR
1087,VERIZON COMMUNICATIONS 3.376% ,3.38,2025-02-15,260000.0,285792.0,282452.08,9-200100-Galliard Capital,Corporate Bonds,VERIZON  CO,,False,<class 'object'>,VZ
1088,VERIZON COMMUNICATIONS INC .75,0.75,2024-03-22,160000.0,159990.4,160687.64,9-200100-Galliard Capital,Corporate Bonds,VERIZON  CO,,False,<class 'object'>,VZ
1089,VIRGINIA ELEC & POWER CO ,2.75,2023-03-15,220000.0,228230.2,227616.96,9-200100-Galliard Capital,Corporate Bonds,VIRGINIA ELEC & POWER  CO,,False,<class 'object'>,VABK
1090,VULCAN MATLS CO 4.5% DUE ,4.5,2025-04-01,80000.0,90164.0,89030.8,9-200100-Galliard Capital,Corporate Bonds,VULCAN MATLS  CO,,False,<class 'object'>,VMC
1091,WASTE MGMT INC DEL 2.4% DUE ,2.4,2023-05-15,200000.0,198292.0,206845.48,9-200100-Galliard Capital,Corporate Bonds,WASTE MGMT  INC,,False,<class 'object'>,CIWT
1092,WEC ENERGY GROUP INC 0.8% DUE ,0.8,2024-03-15,390000.0,390201.1,390899.45,9-200100-Galliard Capital,Corporate Bonds,WEC ENERGY GROUP  INC,,False,<class 'object'>,WEC
1093,WESTPAC BKG CORP 1.1295% DUE 0,0.91,2024-02-26,260000.0,260000.0,264009.49,9-200100-Galliard Capital,Corporate Bonds,WESTPAC BANKING,,False,<class 'object'>,WBC.AX
1094,WILLIAMS PARTNERS L P 3.9% DUE,3.9,2025-01-15,80000.0,87856.0,87480.48,9-200100-Galliard Capital,Corporate Bonds,WILLIAMS PARTNERS L P,,False,<class 'object'>,WMB
1095,YALE UNIV FIXED .873% DUE 04-1,0.87,2025-04-15,530000.0,530000.0,533195.92,9-200100-Galliard Capital,Corporate Bonds,YALE UNIV FIXED,,False,<class 'object'>,HY
1096,ZARAPITO LEASING LLC 2.702% DU,2.7,2026-08-20,628305.64,666381.6,660483.32,9-200100-Galliard Capital,Corporate Bonds,ZARAPITO LEASING  LLC,,False,<class 'object'>,NO_TICKER_FOUND
