,Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,Bank,Asset Type,Company,Industry,Private Placement,Info,Ticker
1166,KIMCO RLTY CORP 3.3% DUE ,3.3,2025-02-01 00:00:00,160000.0,163764.8,156533.14,9-200100-Galliard Capital,Corporate Bonds,KIMCO RLTY  CO,,False,<class 'object'>,KIM
1167,KLA CORP 4.65% DUE 11-01-2024/,4.65,2024-11-01 00:00:00,210000.0,231892.2,212998.31,9-200100-Galliard Capital,Corporate Bonds,KLA  CO,,False,<class 'object'>,KLAC
1168,LACLEDE GAS CO 3.4% DUEá,3.4,2023-08-15 00:00:00,430000.0,436235.0,427725.55,9-200100-Galliard Capital,Corporate Bonds,LACLEDE GAS  CO,,False,<class 'object'>,NO_TICKER_FOUND
1169,LELAND STANFORD JR UNIV CALIF ,6.88,2024-02-01 00:00:00,180000.0,213697.8,190063.65,9-200100-Galliard Capital,Corporate Bonds,LELAND STANFORD JR UNIV CALIF ,,False,<class 'object'>,LDVIX
1170,LENNOX INTL INC 1.35% DUE ,1.35,2025-08-01 00:00:00,220000.0,222613.6,201548.8,9-200100-Galliard Capital,Corporate Bonds,LENNOX INTL  INC,,False,<class 'object'>,LXI.F
1171,LOWES COS INC 3.35% ,3.35,2027-04-01 00:00:00,90000.0,90141.0,86609.52,9-200100-Galliard Capital,Corporate Bonds,LOWES  CO,,False,<class 'object'>,LOW
1172,LOWES COS INC 4.0% DUE ,4,2025-04-15 00:00:00,190000.0,209412.3,190627.49,9-200100-Galliard Capital,Corporate Bonds,LOWES  CO,,False,<class 'object'>,LOW
1173,LULWA LTD 1.888% DUE 02-15-202,1.89,2025-02-15 00:00:00,475129.63,486033.85,465302.44,9-200100-Galliard Capital,Corporate Bonds,LULWA  LTD,,False,<class 'object'>,NO_TICKER_FOUND
1174,M & T BK CORP SR NT FLTG DUE ,1.89,2023-07-26 00:00:00,110000.0,110000.0,110104.53,9-200100-Galliard Capital,Corporate Bonds,M & T BK  CO,,False,<class 'object'>,MGC=F
1175,MAGELLAN MIDSTREAM PARTNERS LP,5,2026-03-01 00:00:00,110000.0,119104.7,112456.84,9-200100-Galliard Capital,Corporate Bonds,MAGELLAN MIDSTREAM PARTNERS  LP,,False,<class 'object'>,MMP
1176,MARATHON PETE CORP 4.7% DUE 05,4.7,2025-05-01 00:00:00,110000.0,121536.8,111287.93,9-200100-Galliard Capital,Corporate Bonds,MARATHON PETE  CO,,False,<class 'object'>,MARA
1177,MARSH & MCLENNAN COS INC 3.875,3.88,2024-03-15 00:00:00,90000.0,89950.5,90195.69,9-200100-Galliard Capital,Corporate Bonds,MARSH & MCLENNAN  CO,,False,<class 'object'>,MMC
1178,MARTIN MARIETTA MATLS INC .65%,0.65,2023-07-15 00:00:00,140000.0,139983.2,135290.21,9-200100-Galliard Capital,Corporate Bonds,MARTIN MARIETTA MATLS  INC,,False,<class 'object'>,LMT
1179,MARTIN MARIETTA MATLS INC 4.25,4.25,2024-07-02 00:00:00,80000.0,88333.6,80386.04,9-200100-Galliard Capital,Corporate Bonds,MARTIN MARIETTA MATLS  INC,,False,<class 'object'>,LMT
1180,MASSMUTUAL GLOBAL FDG II MEDIU,2.8,2025-03-21 00:00:00,440000.0,439824.0,427666.75,9-200100-Galliard Capital,Corporate Bonds,MASSMUTUAL GLOBAL  FDG,,False,<class 'object'>,MEFZX
1181,MCCORMICK & CO INC 2.7% DUE ,2.7,2022-08-15 00:00:00,475000.0,473692.2,474982.16,9-200100-Galliard Capital,Corporate Bonds,MCCORMICK &  CO,,False,<class 'object'>,MKC
1182,MCCORMICK & CO INC 3.15% 08-15,3.15,2024-08-15 00:00:00,220000.0,215969.6,215601.04,9-200100-Galliard Capital,Corporate Bonds,MCCORMICK &  CO,,False,<class 'object'>,MKC
1183,MID-AMERICA APTS LP 1.1% 09-15,1.1,2026-09-15 00:00:00,120000.0,111976.8,105364.74,9-200100-Galliard Capital,Corporate Bonds,MID-AMERICA APTS  LP,,False,<class 'object'>,MAA
1184,MITSUBISHI UFJ FINL GROUP INC ,0.85,2024-09-15 00:00:00,200000.0,200000.0,192541.35,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
1185,MITSUBISHI UFJ FINL GROUP INC ,0.95,2025-07-19 00:00:00,490000.0,490000.0,457232.8,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
1186,MITSUBISHI UFJ FINL GROUP INC ,1.41,2025-07-17 00:00:00,200000.0,200000.0,183630.29,9-200100-Galliard Capital,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
1187,MONDELEZ INTL HLDGS NETH B V 2,2.13,2022-09-19 00:00:00,200000.0,199948.0,199548.48,9-200100-Galliard Capital,Corporate Bonds,MONDELEZ INTERNATIONAL INC,,False,<class 'object'>,MDLZ
1188,MORGAN STANLEY .791% DUE ,0.79,2025-01-22 00:00:00,280000.0,280000.0,264677.02,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1189,MORGAN STANLEY 1.164% 10-21-20,1.16,2025-10-21 00:00:00,130000.0,130000.0,120441.3,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1190,MORGAN STANLEY 2.475% DUE ,2.48,2028-01-21 00:00:00,150000.0,150000.0,136356.28,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1191,MORGAN STANLEY 3.875% DUE 04-2,3.88,2024-04-29 00:00:00,400000.0,444824.0,400509.5,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1192,MORGAN STANLEY 4.0% DUE 07-23-,4,2025-07-23 00:00:00,245000.0,256556.65,244793.4,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1193,MORGAN STANLEY SR NT FXD/FLTG ,2.63,2026-02-18 00:00:00,440000.0,440000.0,419777.69,9-200100-Galliard Capital,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
1194,MPLX LP 4.0% DUE 02-15-2025/02,4,2025-02-15 00:00:00,200000.0,202436.0,197330.8,9-200100-Galliard Capital,Corporate Bonds,MPLX  LP,,False,<class 'object'>,MPLX
1195,MPLX LP BNDS 3.375% DUE 03-15-,3.38,2023-03-15 00:00:00,305000.0,314354.75,304150.14,9-200100-Galliard Capital,Corporate Bonds,MPLX  LP,,False,<class 'object'>,MPLX
1196,NEW YORK LIFE GLOBAL FDG MEDIU,1.45,2025-01-14 00:00:00,150000.0,149838.0,141617.34,9-200100-Galliard Capital,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,False,<class 'object'>,BRK-B
1197,NEXTERA ENERGY CA .00065% ,0.65,2023-03-01 00:00:00,180000.0,179982.0,176909.15,9-200100-Galliard Capital,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
1198,NEXTERA ENERGY CAPITAL HOLDING,4.45,2025-06-20 00:00:00,280000.0,279930.0,281936.8,9-200100-Galliard Capital,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
1199,NORTHROP GRUMMAN CORP 2.93% DU,2.93,2025-01-15 00:00:00,320000.0,339267.3,312944.26,9-200100-Galliard Capital,Corporate Bonds,NORTHROP GRUMMAN  CO,,False,<class 'object'>,NOC
1200,NORTHWESTERN CORP 1.0% DUE 03-,1,2024-03-26 00:00:00,170000.0,169855.5,162977.79,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,False,<class 'object'>,NWE
1201,NTT FIN CORP .583% 03-01-2024 ,0.58,2024-03-01 00:00:00,300000.0,300000.0,285231.85,9-200100-Galliard Capital,Corporate Bonds,NTT FIN  CO,,False,<class 'object'>,9613.T
1202,NUCOR CORP 3.95% 05-23-2025 ,3.95,2025-05-23 00:00:00,90000.0,89942.4,89495.11,9-200100-Galliard Capital,Corporate Bonds,NUCOR  CO,,False,<class 'object'>,NUE
1203,NUTRIEN LTD 1.9% DUE 05-13-202,1.9,2023-05-13 00:00:00,130000.0,129883.0,127919.67,9-200100-Galliard Capital,Corporate Bonds,NUTRIEN  LTD,,False,<class 'object'>,NTR
1204,NUTRIEN LTD 3.0% ,3,2025-04-01 00:00:00,50000.0,50819.0,48811.29,9-200100-Galliard Capital,Corporate Bonds,NUTRIEN  LTD,,False,<class 'object'>,NTR
1205,NXP B V/NXP FDG LLC/NXP USA IN,4.4,2027-06-01 00:00:00,170000.0,169831.7,167352.94,9-200100-Galliard Capital,Corporate Bonds,NXP B V,,False,<class 'object'>,NXP
1206,OKLAHOMA GAS & ELEC CO SR NT .,0.55,2023-05-26 00:00:00,100000.0,100000.0,97168.15,9-200100-Galliard Capital,Corporate Bonds,OKLAHOMA GAS & ELEC  CO,,False,<class 'object'>,OKMUX
1207,ONCOR ELEC DELIVERY CO LLC 2.9,2.95,2025-04-01 00:00:00,400000.0,427028.0,390791.54,9-200100-Galliard Capital,Corporate Bonds,ONCOR ELEC DELIVERY  CO,,False,<class 'object'>,ONCR
1208,ORACLE CORP 1.65% 03-25-2026 ,1.65,2026-03-25 00:00:00,410000.0,403287.2,367261.05,9-200100-Galliard Capital,Corporate Bonds,ORACLE  CO,,False,<class 'object'>,ORCL
1209,OTIS WORLDWIDE CORP 2.056% DUE,2.06,2025-04-05 00:00:00,100000.0,105520.46,94699.64,9-200100-Galliard Capital,Corporate Bonds,OTIS WORLDWIDE  CO,,False,<class 'object'>,OTIS
1210,PACIFIC LIFE GLOBAL FDG II MED,1.2,2025-06-24 00:00:00,120000.0,121662.0,110207.78,9-200100-Galliard Capital,Corporate Bonds,PACIFIC LIFE GLOBAL  FDG,,False,<class 'object'>,PAC=F
1211,PACIFICORP 3.35% DUE 07-01-202,3.35,2025-07-01 00:00:00,210000.0,222081.3,208600.7,9-200100-Galliard Capital,Corporate Bonds,PACIFICORP,,False,<class 'object'>,PPWLO
1212,PACIFICORP 3.6% DUE ,3.6,2024-04-01 00:00:00,200000.0,215700.0,200290.44,9-200100-Galliard Capital,Corporate Bonds,PACIFICORP,,False,<class 'object'>,PPWLO
1213,PARKER-HANNIFIN CORP  BOO ,3.3,2024-11-21 00:00:00,110000.0,118829.7,108589.31,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1214,PARKER-HANNIFIN CORP 2.7% DUE ,2.7,2024-06-14 00:00:00,80000.0,79963.2,78067.86,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1215,PARKER-HANNIFIN CORP 3.65% DUE,3.65,2024-06-15 00:00:00,160000.0,159889.6,158917.46,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1216,PARKER-HANNIFIN CORP MEDIUM TE,3.5,2022-09-15 00:00:00,110000.0,110486.2,110147.78,9-200100-Galliard Capital,Corporate Bonds,PARKER-HANNIFIN  CO,,False,<class 'object'>,PH
1217,PEACEHEALTH 1.375% DUE ,1.38,2025-11-15 00:00:00,240000.0,240838.25,220909.93,9-200100-Galliard Capital,Corporate Bonds,PEACEHEALTH,,False,<class 'object'>,NO_TICKER_FOUND
1218,PENTA AIRCRAFT LEASING 2013 LL,2.65,2025-11-25 00:00:00,176803.63,186127.02,174506.88,9-200100-Galliard Capital,Corporate Bonds,PENTA AIRCRAFT LEASING 2013 LL,,False,<class 'object'>,PNR
1219,PERKINELMER INC .55% 09-15-202,0.55,2023-09-15 00:00:00,200000.0,199928.0,192595.12,9-200100-Galliard Capital,Corporate Bonds,PERKINELMER  INC,,False,<class 'object'>,PKN.SG
1220,PERKINELMER INC SR NT .85% 09-,0.85,2024-09-15 00:00:00,200000.0,199876.0,185107.58,9-200100-Galliard Capital,Corporate Bonds,PERKINELMER  INC,,False,<class 'object'>,PKN.SG
1221,PHILLIPS 66 3.85% DUE 04-09-20,3.85,2025-04-09 00:00:00,180000.0,201907.8,178886.6,9-200100-Galliard Capital,Corporate Bonds,PHILLIPS 66,,False,<class 'object'>,PSX
1222,PIONEER NAT RES CO .55% DUE 05,0.55,2023-05-15 00:00:00,80000.0,79995.2,77970.96,9-200100-Galliard Capital,Corporate Bonds,PIONEER NAT RES  CO,,False,<class 'object'>,PXD
1223,PROTECTIVE LIFE GLOBAL FDG MED,1.65,2025-01-13 00:00:00,170000.0,170000.0,160228.94,9-200100-Galliard Capital,Corporate Bonds,PROTECTIVE LIFE GLOBAL,,False,<class 'object'>,D1A8.DE
1224,PROTECTIVE LIFE GLOBAL FDG MED,3.22,2025-03-28 00:00:00,150000.0,150000.0,146638.77,9-200100-Galliard Capital,Corporate Bonds,PROTECTIVE LIFE GLOBAL,,False,<class 'object'>,D1A8.DE
1225,PROVIDENCE HEALTH & SVCS OBLIG,4.38,2023-10-01 00:00:00,350000.0,376019.0,353144.49,9-200100-Galliard Capital,Corporate Bonds,PROVIDENCE HEALTH & SVCS OBLIG,,False,<class 'object'>,PVRS
1226,PUBLIC SERVICE ELECTRIC & GAS ,2.25,2026-09-15 00:00:00,240000.0,238353.6,225129.28,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS ,,False,<class 'object'>,VOD
1227,PUBLIC SVC CO N H 3.5% DUE ,3.5,2023-11-01 00:00:00,400000.0,421764.0,400726.1,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
1228,PUBLIC SVC ELEC GAS CO SECD ME,2.38,2023-05-15 00:00:00,330000.0,330089.3,326152.06,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
1229,PUBLIC SVC ENTERPRISE GROUP IN,0.84,2023-11-08 00:00:00,130000.0,126042.8,124711.31,9-200100-Galliard Capital,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
1230,PVPTL CREDIT SUISSE GROUP AG S,2.94,2023-12-14 00:00:00,445000.0,445000.0,444592.04,9-200100-Galliard Capital,Corporate Bonds,CREDIT SUISSE GROUP AG,,True,<class 'object'>,CSGNZ.XC
1231,PVT PL BNP PARIBAS SR NON PFD ,4.71,2025-01-10 00:00:00,230000.0,239402.4,229879.71,9-200100-Galliard Capital,Corporate Bonds,BNP PARIBAS,,True,<class 'object'>,BNP.PA
1232,PVTPL 7-ELEVEN INC SR NT .625%,0.63,2023-02-10 00:00:00,60000.0,59950.2,58834.56,9-200100-Galliard Capital,Corporate Bonds,7-ELEVEN  INC,,True,<class 'object'>,5250.KL
1233,PVTPL 7-ELEVEN INC SR NT .8% ,0.8,2024-02-10 00:00:00,150000.0,149875.5,142117.65,9-200100-Galliard Capital,Corporate Bonds,7-ELEVEN  INC,,True,<class 'object'>,5250.KL
1234,PVTPL ALLIANT ENERGY FIN LLC 1,1.4,2026-03-15 00:00:00,380000.0,379285.6,337459.48,9-200100-Galliard Capital,Corporate Bonds,ALLIANT ENERGY FIN  LLC,,True,<class 'object'>,LNT
1235,PVTPL BAYER US FIN II LLC ,4.25,2025-12-15 00:00:00,200000.0,223526.0,197387.31,9-200100-Galliard Capital,Corporate Bonds,BAYER US FINANCE LLC,,True,<class 'object'>,BAYN.DE
1236,PVTPL BAYER US FINANCE LLC BND,3.38,2024-10-08 00:00:00,200000.0,214018.0,195145.94,9-200100-Galliard Capital,Corporate Bonds,BAYER US FINANCE LLC,,True,<class 'object'>,BAYN.DE
1237,PVTPL BMW US CAP LLC .75% DUE ,0.75,2024-08-12 00:00:00,280000.0,279974.8,263365.68,9-200100-Galliard Capital,Corporate Bonds,BMW,,True,<class 'object'>,BMW.DE
1238,PVTPL BNP PARIBAS SR NON PFD 1,2.82,2025-11-19 00:00:00,400000.0,425900.0,382110.6,9-200100-Galliard Capital,Corporate Bonds,BNP PARIBAS,,True,<class 'object'>,BNP.PA
1239,PVTPL CARGILL INC 3.5% 04-22-2,3.5,2025-04-22 00:00:00,250000.0,249302.5,247997.53,9-200100-Galliard Capital,Corporate Bonds,CARGILL  INC,,True,<class 'object'>,CARGN0000.CM
1240,PVTPL CARGILL INC 3.625% 04-22,3.63,2027-04-22 00:00:00,50000.0,49735.5,49103.12,9-200100-Galliard Capital,Corporate Bonds,CARGILL  INC,,True,<class 'object'>,CARGN0000.CM
1241,PVTPL COMMONWEALTH BK AUSTRALI,2.3,2025-03-14 00:00:00,420000.0,420000.0,404854.85,9-200100-Galliard Capital,Corporate Bonds,COMMONWEALTH BK AUSTRALI,,True,<class 'object'>,CBA.AX
1242,PVTPL CRH AMERICA INC BNDS 3.8,3.88,2025-05-18 00:00:00,220000.0,237366.8,218740.01,9-200100-Galliard Capital,Corporate Bonds,CRH AMERICA  INC,,True,<class 'object'>,CRH
1243,PVTPL DAIMLER FIN NORTH AMER L,1.75,2023-03-10 00:00:00,605000.0,603874.7,597763.06,9-200100-Galliard Capital,Corporate Bonds,DAIMLER,,True,<class 'object'>,DTG.DE
1244,PVTPL DAIMLER TRUCKS  1.625% 1,1.63,2024-12-13 00:00:00,220000.0,219942.8,206855.49,9-200100-Galliard Capital,Corporate Bonds,DAIMLER,,True,<class 'object'>,DTG.DE
1245,PVTPL EAST OHIO GAS CO 1.3% DU,1.3,2025-06-15 00:00:00,210000.0,209201.1,193077.05,9-200100-Galliard Capital,Corporate Bonds,EAST OHIO GAS  CO,,True,<class 'object'>,EAST
1246,PVTPL EMD FINANCE LLC 3.25% DU,3.25,2025-03-19 00:00:00,160000.0,169472.0,157582.75,9-200100-Galliard Capital,Corporate Bonds,EMD FINANCE  LLC,,True,<class 'object'>,EMD
1247,PVTPL FEDERATION DES CAISSES D,0.45,2023-10-07 00:00:00,520000.0,519365.6,500963.04,9-200100-Galliard Capital,Corporate Bonds,FEDERATION DES CAISSES D,,True,<class 'object'>,TBFT-USD
1248,PVTPL GSK CONSUMER HEALTHCARE ,3.13,2025-03-24 00:00:00,250000.0,249347.5,243463.53,9-200100-Galliard Capital,Corporate Bonds,GSK  CO,,True,<class 'object'>,GSK
1249,PVTPL GULFSTREAM NAT GAS SYS L,6.19,2025-11-01 00:00:00,100000.0,116920.0,105101.05,9-200100-Galliard Capital,Corporate Bonds,GULFSTREAM NAT GAS SYS L,,True,<class 'object'>,NO_TICKER_FOUND
1250,PVTPL HP INC 1.45% DUE 06-17-2,1.45,2026-06-17 00:00:00,230000.0,216291.4,204311.97,9-200100-Galliard Capital,Corporate Bonds,HEWLETT PACKARD ENTERPRISE CO,,True,<class 'object'>,HPE
1251,PVTPL MAGALLANES INC 3.638% DU,3.64,2025-03-15 00:00:00,130000.0,130000.0,125906.23,9-200100-Galliard Capital,Corporate Bonds,MAGALLANES  INC,,True,<class 'object'>,0P0001572Y.F
1252,PVTPL MAGALLANES INC 3.755%á,3.76,2027-03-15 00:00:00,270000.0,270000.0,253257.76,9-200100-Galliard Capital,Corporate Bonds,MAGALLANES  INC,,True,<class 'object'>,0P0001572Y.F
1253,PVTPL METROPOLITAN LIFE GLOBAL,4.4,2027-06-30 00:00:00,155000.0,154882.2,156152.74,9-200100-Galliard Capital,Corporate Bonds,METROPOLITAN LIFE GLOBAL,,True,<class 'object'>,MCB
1254,PVTPL MONDELEZ INTL HLDGS NETH,0.75,2024-09-24 00:00:00,210000.0,209676.6,196227.28,9-200100-Galliard Capital,Corporate Bonds,MONDELEZ INTERNATIONAL INC,,True,<class 'object'>,MDLZ
1255,PVTPL MONONGAHELA PWR CO 1ST M,4.1,2024-04-15 00:00:00,170000.0,178802.6,169886.47,9-200100-Galliard Capital,Corporate Bonds,MONONGAHELA PWR  CO,,True,<class 'object'>,MCMVX
1256,PVTPL NATIONAL AUSTRALIA BANK ,1.39,2025-01-12 00:00:00,510000.0,510000.0,481552.14,9-200100-Galliard Capital,Corporate Bonds,NATIONAL AUSTRALIA BANK,,True,<class 'object'>,NAB.AX
1257,PVTPL NESTLE HLDGS INC .606% ,0.61,2024-09-14 00:00:00,330000.0,330000.0,311466.82,9-200100-Galliard Capital,Corporate Bonds,NESTLE HLDGS  INC,,True,<class 'object'>,NSRGY
1258,PVTPL NEW YORK LIFE GLOBAL FDG,2,2025-01-22 00:00:00,100000.0,103286.0,95651.8,9-200100-Galliard Capital,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,True,<class 'object'>,BRK-B
1259,PVTPL NEW YORK LIFE GLOBAL FDG,2.88,2024-04-10 00:00:00,260000.0,276393.0,256759.6,9-200100-Galliard Capital,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,True,<class 'object'>,BRK-B
1260,PVTPL NORTHWESTERN MUT GLOBAL ,0.8,2026-01-14 00:00:00,200000.0,199648.0,179753.22,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1261,PVTPL NORTHWESTERN MUT GLOBAL ,0,2025-07-01 00:00:00,390000.0,389867.4,392029.71,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1262,PVTPL NORTHWESTERN MUTUAL GLBL,0.6,2024-03-25 00:00:00,120000.0,119996.4,114079.2,9-200100-Galliard Capital,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
1263,PVTPL PRINCIPAL LIFE GLOBAL FD,1.38,2025-01-10 00:00:00,280000.0,279092.8,261222.62,9-200100-Galliard Capital,Corporate Bonds,PRINCIPAL LIFE GLOBAL FDG,,True,<class 'object'>,PFG
1264,PVTPL ROGERS COMMUNICATIONS IN,2.95,2025-03-15 00:00:00,90000.0,89940.6,86942.21,9-200100-Galliard Capital,Corporate Bonds,ROGERS  CO,,True,<class 'object'>,RCI-B.TO
1265,PVTPL ROGERS COMMUNICATIONS IN,3.2,2027-03-15 00:00:00,50000.0,49995.5,47425.4,9-200100-Galliard Capital,Corporate Bonds,ROGERS  CO,,True,<class 'object'>,RCI-B.TO
1266,PVTPL SCHLUMBERGER FIN CDA LTD,2.65,2022-11-20 00:00:00,60000.0,60229.2,59936.01,9-200100-Galliard Capital,Corporate Bonds,SCHLUMBERGER,,True,<class 'object'>,SLB
1267,PVTPL SIEMENS FINANCIERINGSMAA,2.35,2026-10-15 00:00:00,250000.0,248570.0,233134.25,9-200100-Galliard Capital,Corporate Bonds,SIEMENS FINANCIERINGSMAATSCHAP,,True,<class 'object'>,SMNEY
1268,PVTPL SOUTHERN NAT GAS CO L L ,0.63,2023-04-28 00:00:00,55000.0,54991.2,53344.44,9-200100-Galliard Capital,Corporate Bonds,SOUTHERN NAT GAS  CO,,True,<class 'object'>,SO
1269,PVTPL TSMC GLOBAL LTD .75% DUE,0.75,2025-09-28 00:00:00,400000.0,398574.0,364472.92,9-200100-Galliard Capital,Corporate Bonds,TSMC GLOBAL LTD,,True,<class 'object'>,TSMC34.SA
1270,PVTPL UBS GROUP AG 1.494% 08-1,1.49,2027-08-10 00:00:00,200000.0,188070.0,175016.55,9-200100-Galliard Capital,Corporate Bonds,UBS AG LONDON,,True,<class 'object'>,WUCT
1271,PVTPL UBS GROUP AG 4.488% 05-1,4.49,2026-05-12 00:00:00,200000.0,200000.0,199236.0,9-200100-Galliard Capital,Corporate Bonds,UBS AG LONDON,,True,<class 'object'>,WUCT
1272,PVTPL USAA CAPITAL CORP 3YR NE,3.38,2025-05-01 00:00:00,290000.0,289051.7,287491.47,9-200100-Galliard Capital,Corporate Bonds,USAA  CAP,,True,<class 'object'>,USCGX
1273,PVTPL VOLKSWAGEN GROUP AMER FI,2.7,2022-09-26 00:00:00,200000.0,199926.0,199686.13,9-200100-Galliard Capital,Corporate Bonds,VOLKSWAGEN GROUP,,True,<class 'object'>,VOW3.DE
1274,PVTPL VOLKSWAGEN GROUP AMER FI,3.95,2025-06-06 00:00:00,200000.0,199910.0,196260.41,9-200100-Galliard Capital,Corporate Bonds,VOLKSWAGEN GROUP,,True,<class 'object'>,VOW3.DE
1275,RABOBANK NEDERLAND GLOBAL MEDI,3.06,2023-09-26 00:00:00,250000.0,250000.0,251143.92,9-200100-Galliard Capital,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
1276,RABOBANK NEDERLAND GLOBAL MEDI,2.63,2024-07-22 00:00:00,290000.0,289312.7,280693.61,9-200100-Galliard Capital,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
1277,RABOBANK NEDERLAND GLOBAL MEDI,3.65,2028-04-06 00:00:00,260000.0,260000.0,246963.32,9-200100-Galliard Capital,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
1278,RAYTHEON TECHNOLOGIES CORP 3.2,3.2,2024-03-15 00:00:00,90000.0,96984.51,89174.99,9-200100-Galliard Capital,Corporate Bonds,RAYTHEON TECHNOLOGIES  CO,,False,<class 'object'>,RTX
1279,REALTY INCOME CORP 3.0% DUE ,3,2027-01-15 00:00:00,130000.0,131960.4,123071.64,9-200100-Galliard Capital,Corporate Bonds,REALTY  INC,,False,<class 'object'>,O
1280,RECKITT BENCKISER TREAS SVCS P,2.75,2024-06-26 00:00:00,220000.0,218088.2,215254.48,9-200100-Galliard Capital,Corporate Bonds,RECKITT BENCKISER TREAS SVCS P,,False,<class 'object'>,RKT.L
1281,REGIONS FINL CORP NEW 2.25% DU,2.25,2025-05-18 00:00:00,70000.0,69786.5,66780.92,9-200100-Galliard Capital,Corporate Bonds,REGIONS FINL  CO,,False,<class 'object'>,RF
1282,RELIANCE INDS LTD 1.87% DUE ,1.87,2026-01-15 00:00:00,387368.48,387368.48,377296.56,9-200100-Galliard Capital,Corporate Bonds,RELIANCE INDS  LTD,,False,<class 'object'>,RELIANCE.NS
1283,RELX CAP INC 3.5% DUE ,3.5,2023-03-16 00:00:00,300000.0,311058.0,299589.85,9-200100-Galliard Capital,Corporate Bonds,RELX  CAP,,False,<class 'object'>,RELX
1284,RIMON LLC 2.623% DUE ,2.62,2026-06-25 00:00:00,581309.29,615606.55,571581.68,9-200100-Galliard Capital,Corporate Bonds,RIMON  LLC,,False,<class 'object'>,32.TA
1285,ROPER TECHNOLOGIES INC .45% DU,0.45,2022-08-15 00:00:00,80000.0,79930.4,79746.01,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1286,ROPER TECHNOLOGIES INC 1.0% DU,1,2025-09-15 00:00:00,150000.0,150903.0,135617.7,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1287,ROPER TECHNOLOGIES INC 2.35% D,2.35,2024-09-15 00:00:00,70000.0,69870.5,67812.58,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1288,ROPER TECHNOLOGIES INC 3.65% ,3.65,2023-09-15 00:00:00,410000.0,433968.6,410566.32,9-200100-Galliard Capital,Corporate Bonds,ROPER TECHNOLOGIES  INC,,False,<class 'object'>,ROP
1289,ROYAL BK CDA FLTG RT ,2.95,2023-10-05 00:00:00,330000.0,330000.0,329782.21,9-200100-Galliard Capital,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
1290,ROYAL BK CDA GLOBAL MEDIUM TER,1.15,2025-06-10 00:00:00,220000.0,221150.6,203536.37,9-200100-Galliard Capital,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
